phenotype	phenocode	category	num_cases	num_cases_prev	num_controls	num_gw_significant	num_gw_significant_prev	lambda
Chronic kidney disease	N14_CHRONKIDNEYDIS	XIV Diseases of the genitourinary system (N14_)	9073	7916	363177	5	4	1.0588
